ad_id,product,channel,audience,date,impressions,clicks,conversions,spend,headline_len,sentiment,ctr,cvr
ad_220,Online MBA Course,facebook,Women 25-40,2025-09-01,2856,47,1,33.66,56,0.357,0.016456582633053222,0.02127659574468085
ad_221,Eco Bottle,youtube,Professionals 30-45,2025-10-20,1760,9,0,21.06,14,0.285,0.005113636363636364,0.0
ad_222,Smartwatch Pro,facebook,Students 18-25,2025-10-06,215,2,0,2.59,26,0.225,0.009302325581395349,0.0
ad_223,NoiseCancel Headphones,google_search,Professionals 30-45,2025-10-22,561,21,0,8.11,46,0.286,0.0374331550802139,0.0
ad_224,Eco Bottle,instagram,Students 18-25,2025-10-09,126,0,0,1.65,48,-0.101,0.0,0.0
ad_225,Online MBA Course,facebook,Students 18-25,2025-10-12,560,10,0,8.25,56,0.661,0.017857142857142856,0.0
ad_226,Organic Face Cream,facebook,Professionals 30-45,2025-09-14,411,1,0,5.37,16,0.23,0.0024330900243309003,0.0
ad_227,Smartwatch Pro,facebook,Students 18-25,2025-11-11,822,4,0,10.21,25,0.539,0.004866180048661801,0.0
ad_228,Smartwatch Pro,instagram,Women 25-40,2025-09-04,600,8,0,6.62,54,0.2,0.013333333333333334,0.0
ad_229,NoiseCancel Headphones,google_search,Women 25-40,2025-10-09,1883,56,0,19.48,27,0.208,0.02973977695167286,0.0
ad_230,NoiseCancel Headphones,google_search,Professionals 30-45,2025-08-31,1069,36,1,12.56,58,0.295,0.03367633302151544,0.027777777777777776
ad_231,Eco Bottle,youtube,Women 25-40,2025-08-23,968,6,0,13.43,18,-0.116,0.006198347107438017,0.0
ad_232,Eco Bottle,facebook,Women 25-40,2025-08-20,1419,6,0,20.63,20,-0.125,0.004228329809725159,0.0
ad_233,NoiseCancel Headphones,google_search,Students 18-25,2025-08-26,80,2,0,1.1,35,-0.172,0.025,0.0
ad_234,Online MBA Course,facebook,Men 25-40,2025-09-30,1748,17,2,19.12,36,-0.429,0.009725400457665904,0.11764705882352941
ad_235,NoiseCancel Headphones,instagram,Women 25-40,2025-08-22,459,2,0,5.33,31,-0.038,0.004357298474945534,0.0
ad_236,Smartwatch Pro,youtube,Professionals 30-45,2025-10-16,573,3,0,7.87,17,-0.101,0.005235602094240838,0.0
ad_237,Online MBA Course,instagram,Students 18-25,2025-10-10,846,4,0,9.44,44,-0.223,0.004728132387706856,0.0
ad_238,Eco Bottle,facebook,Professionals 30-45,2025-10-13,142,1,0,1.73,12,0.039,0.007042253521126761,0.0
ad_239,Eco Bottle,facebook,Students 18-25,2025-10-20,259,3,0,3.71,55,0.311,0.011583011583011582,0.0
ad_240,Eco Bottle,youtube,Men 25-40,2025-10-20,701,9,0,8.95,32,0.381,0.012838801711840228,0.0
ad_241,Organic Face Cream,youtube,Students 18-25,2025-11-10,534,5,2,6.77,55,-0.296,0.009363295880149813,0.4
ad_242,Eco Bottle,instagram,Women 25-40,2025-08-29,878,15,0,12.8,35,0.233,0.017084282460136675,0.0
ad_243,NoiseCancel Headphones,youtube,Students 18-25,2025-10-29,1173,21,1,13.0,56,0.113,0.017902813299232736,0.047619047619047616
ad_244,Organic Face Cream,google_search,Students 18-25,2025-09-18,625,22,0,7.72,21,-0.055,0.0352,0.0
ad_245,Eco Bottle,youtube,Professionals 30-45,2025-10-30,159,2,0,1.87,32,0.081,0.012578616352201259,0.0
ad_246,Online MBA Course,facebook,Professionals 30-45,2025-10-09,236,5,0,3.05,47,-0.014,0.0211864406779661,0.0
ad_247,Smartwatch Pro,youtube,Professionals 30-45,2025-09-15,669,4,0,8.52,40,0.076,0.005979073243647235,0.0
ad_248,NoiseCancel Headphones,youtube,Women 25-40,2025-10-30,222,2,0,3.15,49,0.555,0.009009009009009009,0.0
ad_249,Organic Face Cream,google_search,Professionals 30-45,2025-10-27,131,2,0,1.46,41,-0.114,0.015267175572519083,0.0
ad_250,Organic Face Cream,facebook,Professionals 30-45,2025-09-16,152,3,0,1.71,39,-0.287,0.019736842105263157,0.0
ad_251,Eco Bottle,google_search,Professionals 30-45,2025-09-16,411,20,1,5.65,40,0.711,0.04866180048661801,0.05
ad_252,Online MBA Course,google_search,Men 25-40,2025-09-26,987,27,2,12.88,22,-0.401,0.02735562310030395,0.07407407407407407
ad_253,Smartwatch Pro,instagram,Students 18-25,2025-09-16,891,11,0,12.6,46,-0.135,0.012345679012345678,0.0
ad_254,Online MBA Course,google_search,Women 25-40,2025-10-24,46,3,0,0.56,24,-0.265,0.06521739130434782,0.0
ad_255,Organic Face Cream,youtube,Students 18-25,2025-08-31,596,3,0,6.33,17,-0.071,0.0050335570469798654,0.0
ad_256,Organic Face Cream,facebook,Professionals 30-45,2025-08-21,834,10,0,9.56,59,0.047,0.011990407673860911,0.0
ad_257,Online MBA Course,google_search,Men 25-40,2025-09-12,42,2,0,0.48,15,0.463,0.047619047619047616,0.0
ad_258,Smartwatch Pro,youtube,Men 25-40,2025-11-01,10,0,0,0.1,55,0.397,0.0,0.0
ad_259,Organic Face Cream,google_search,Professionals 30-45,2025-09-03,2796,82,1,31.41,36,-0.317,0.029327610872675252,0.012195121951219513
ad_260,Eco Bottle,facebook,Men 25-40,2025-10-25,1401,9,1,16.51,14,0.36,0.006423982869379015,0.1111111111111111
ad_261,NoiseCancel Headphones,google_search,Professionals 30-45,2025-08-19,355,7,0,4.49,11,0.057,0.01971830985915493,0.0
ad_262,Online MBA Course,google_search,Men 25-40,2025-09-23,1323,51,1,15.95,14,0.446,0.03854875283446712,0.0196078431372549
ad_263,Eco Bottle,facebook,Professionals 30-45,2025-09-03,1751,16,1,24.37,54,0.063,0.009137635636778984,0.0625
ad_264,NoiseCancel Headphones,google_search,Men 25-40,2025-11-03,759,34,0,9.33,37,-0.423,0.04479578392621871,0.0
ad_265,Online MBA Course,google_search,Women 25-40,2025-09-10,148,6,0,1.63,24,0.293,0.04054054054054054,0.0
ad_266,Organic Face Cream,instagram,Women 25-40,2025-08-28,2440,30,2,25.85,17,-0.287,0.012295081967213115,0.06666666666666667
ad_267,Eco Bottle,facebook,Students 18-25,2025-08-17,920,6,0,11.12,15,0.047,0.006521739130434782,0.0
ad_268,Smartwatch Pro,google_search,Students 18-25,2025-10-10,79,5,1,0.97,41,0.314,0.06329113924050633,0.2
ad_269,NoiseCancel Headphones,facebook,Men 25-40,2025-09-17,771,5,0,8.93,13,-0.171,0.00648508430609598,0.0
ad_270,Smartwatch Pro,google_search,Women 25-40,2025-09-30,1810,57,8,19.43,48,0.085,0.03149171270718232,0.14035087719298245
ad_271,Online MBA Course,instagram,Men 25-40,2025-09-19,1862,17,1,20.62,32,-0.49,0.009129967776584319,0.058823529411764705
ad_272,Smartwatch Pro,google_search,Students 18-25,2025-11-03,1247,44,4,14.13,26,-0.22,0.03528468323977546,0.09090909090909091
ad_273,Smartwatch Pro,instagram,Students 18-25,2025-11-05,925,14,1,9.85,58,0.485,0.015135135135135135,0.07142857142857142
ad_274,Organic Face Cream,instagram,Men 25-40,2025-09-17,416,2,0,4.24,19,-0.038,0.004807692307692308,0.0
ad_275,Organic Face Cream,google_search,Men 25-40,2025-09-16,875,24,1,12.04,21,0.073,0.027428571428571427,0.041666666666666664
ad_276,NoiseCancel Headphones,youtube,Women 25-40,2025-10-02,1638,6,0,21.81,30,-0.112,0.003663003663003663,0.0
ad_277,NoiseCancel Headphones,youtube,Women 25-40,2025-10-08,1300,9,0,15.25,28,0.681,0.006923076923076923,0.0
ad_278,Eco Bottle,instagram,Professionals 30-45,2025-10-29,187,3,1,2.15,28,0.194,0.016042780748663103,0.3333333333333333
ad_279,Smartwatch Pro,google_search,Men 25-40,2025-09-05,2080,77,3,21.64,41,-0.032,0.03701923076923077,0.03896103896103896
ad_280,Eco Bottle,facebook,Men 25-40,2025-11-07,124,1,0,1.51,44,-0.039,0.008064516129032258,0.0
ad_281,NoiseCancel Headphones,youtube,Women 25-40,2025-10-29,1035,11,0,14.96,33,0.083,0.010628019323671498,0.0
ad_282,NoiseCancel Headphones,youtube,Women 25-40,2025-09-28,236,2,0,2.54,33,-0.132,0.00847457627118644,0.0
ad_283,Smartwatch Pro,facebook,Men 25-40,2025-09-09,1451,12,0,14.94,41,-0.202,0.008270158511371467,0.0
ad_284,Online MBA Course,instagram,Women 25-40,2025-08-22,1208,9,0,15.89,21,0.21,0.0074503311258278145,0.0
ad_285,Organic Face Cream,google_search,Professionals 30-45,2025-10-09,191,5,0,2.43,23,0.402,0.02617801047120419,0.0
ad_286,Online MBA Course,instagram,Professionals 30-45,2025-10-31,1610,26,1,22.19,45,0.364,0.016149068322981366,0.038461538461538464
ad_287,Smartwatch Pro,facebook,Professionals 30-45,2025-10-24,1004,10,1,11.49,15,0.029,0.0099601593625498,0.1
ad_288,Smartwatch Pro,facebook,Women 25-40,2025-10-14,389,6,0,5.81,32,-0.246,0.015424164524421594,0.0
ad_289,Smartwatch Pro,facebook,Professionals 30-45,2025-11-13,378,2,0,5.4,38,0.091,0.005291005291005291,0.0
ad_290,Online MBA Course,youtube,Students 18-25,2025-10-12,1000,6,0,13.9,21,0.165,0.006,0.0
ad_291,Online MBA Course,youtube,Women 25-40,2025-08-20,367,2,0,3.77,52,0.533,0.005449591280653951,0.0
ad_292,Smartwatch Pro,youtube,Students 18-25,2025-09-20,266,3,0,3.96,47,0.431,0.011278195488721804,0.0
ad_293,Smartwatch Pro,youtube,Men 25-40,2025-09-28,453,7,0,6.62,34,-0.056,0.01545253863134658,0.0
ad_294,Online MBA Course,facebook,Women 25-40,2025-09-21,402,7,0,5.19,58,-0.189,0.017412935323383085,0.0
ad_295,Organic Face Cream,instagram,Women 25-40,2025-09-21,628,5,0,7.5,12,0.1,0.007961783439490446,0.0
ad_296,Online MBA Course,youtube,Men 25-40,2025-10-07,607,8,0,7.1,26,0.575,0.013179571663920923,0.0
ad_297,Organic Face Cream,youtube,Women 25-40,2025-09-15,177,1,0,2.03,35,-0.152,0.005649717514124294,0.0
ad_298,NoiseCancel Headphones,google_search,Students 18-25,2025-10-18,898,22,2,12.37,38,0.019,0.024498886414253896,0.09090909090909091
ad_299,Organic Face Cream,youtube,Men 25-40,2025-10-15,378,2,0,4.58,16,-0.318,0.005291005291005291,0.0
ad_300,Online MBA Course,instagram,Women 25-40,2025-10-03,656,7,1,9.3,24,-0.102,0.010670731707317074,0.14285714285714285
ad_301,Eco Bottle,google_search,Professionals 30-45,2025-08-24,307,11,2,3.9,11,-0.13,0.035830618892508145,0.18181818181818182
ad_302,NoiseCancel Headphones,youtube,Professionals 30-45,2025-09-24,982,12,0,12.89,41,-0.286,0.012219959266802444,0.0
ad_303,Smartwatch Pro,google_search,Students 18-25,2025-08-23,1355,28,1,17.38,21,0.266,0.020664206642066422,0.03571428571428571
ad_304,Organic Face Cream,youtube,Men 25-40,2025-08-29,120,1,0,1.27,16,0.103,0.008333333333333333,0.0
ad_305,Organic Face Cream,youtube,Women 25-40,2025-10-22,4556,61,1,46.07,56,0.034,0.013388937664618086,0.01639344262295082
ad_306,Organic Face Cream,instagram,Professionals 30-45,2025-09-08,3435,25,2,42.51,15,0.535,0.00727802037845706,0.08
ad_307,NoiseCancel Headphones,google_search,Women 25-40,2025-09-20,1525,64,0,16.74,44,-0.061,0.0419672131147541,0.0
ad_308,NoiseCancel Headphones,google_search,Professionals 30-45,2025-09-15,863,20,1,11.3,28,0.323,0.023174971031286212,0.05
ad_309,NoiseCancel Headphones,instagram,Men 25-40,2025-10-29,1001,9,0,11.8,44,0.335,0.008991008991008992,0.0
ad_310,Smartwatch Pro,instagram,Students 18-25,2025-08-27,176,2,0,1.99,48,-0.251,0.011363636363636364,0.0
ad_311,Organic Face Cream,facebook,Women 25-40,2025-09-18,1590,13,0,23.12,35,0.052,0.008176100628930818,0.0
ad_312,Online MBA Course,instagram,Men 25-40,2025-09-30,383,4,0,3.87,11,0.27,0.010443864229765013,0.0
ad_313,NoiseCancel Headphones,instagram,Students 18-25,2025-08-17,379,5,0,4.26,38,-0.653,0.013192612137203167,0.0
ad_314,Eco Bottle,facebook,Women 25-40,2025-09-30,886,3,0,12.46,15,0.186,0.003386004514672686,0.0
ad_315,NoiseCancel Headphones,google_search,Professionals 30-45,2025-11-05,369,14,0,4.12,35,0.128,0.037940379403794036,0.0
ad_316,Organic Face Cream,instagram,Women 25-40,2025-11-03,249,4,0,2.75,51,0.402,0.01606425702811245,0.0
ad_317,Online MBA Course,google_search,Women 25-40,2025-08-28,468,21,1,5.16,14,0.336,0.04487179487179487,0.047619047619047616
ad_318,Smartwatch Pro,instagram,Students 18-25,2025-08-24,231,2,0,3.18,29,-0.146,0.008658008658008658,0.0
ad_319,Smartwatch Pro,google_search,Men 25-40,2025-09-26,1072,28,1,12.34,45,-0.09,0.026119402985074626,0.03571428571428571
ad_320,Online MBA Course,google_search,Students 18-25,2025-11-04,1446,37,1,14.5,34,-0.234,0.025587828492392807,0.02702702702702703
ad_321,Smartwatch Pro,instagram,Professionals 30-45,2025-10-24,1147,24,0,16.48,48,-0.218,0.020924149956408022,0.0
ad_322,Online MBA Course,youtube,Students 18-25,2025-10-18,3205,19,1,41.73,25,0.362,0.00592823712948518,0.05263157894736842
ad_323,Smartwatch Pro,youtube,Women 25-40,2025-09-27,1769,22,3,18.11,56,0.163,0.01243640474844545,0.13636363636363635
ad_324,Smartwatch Pro,google_search,Men 25-40,2025-10-09,265,8,0,3.12,24,0.2,0.03018867924528302,0.0
ad_325,Organic Face Cream,facebook,Men 25-40,2025-08-24,581,5,0,7.0,38,0.021,0.008605851979345954,0.0
ad_326,Smartwatch Pro,facebook,Professionals 30-45,2025-09-25,1046,7,0,11.82,58,0.057,0.006692160611854685,0.0
ad_327,Smartwatch Pro,facebook,Women 25-40,2025-09-02,542,3,0,5.74,11,0.339,0.005535055350553505,0.0
ad_328,NoiseCancel Headphones,facebook,Men 25-40,2025-10-18,469,6,0,6.15,41,0.013,0.01279317697228145,0.0
ad_329,Eco Bottle,instagram,Women 25-40,2025-10-02,1125,18,0,14.41,51,-0.013,0.016,0.0
ad_330,Eco Bottle,facebook,Professionals 30-45,2025-09-26,1948,31,0,21.66,52,0.112,0.01591375770020534,0.0
ad_331,Online MBA Course,instagram,Students 18-25,2025-08-22,1649,25,1,18.83,50,0.148,0.015160703456640388,0.04
ad_332,Organic Face Cream,youtube,Men 25-40,2025-10-10,1430,6,1,14.39,10,0.238,0.004195804195804196,0.16666666666666666
ad_333,NoiseCancel Headphones,facebook,Professionals 30-45,2025-09-01,698,4,0,7.56,26,-0.024,0.0057306590257879654,0.0
ad_334,Online MBA Course,facebook,Women 25-40,2025-11-02,1591,16,1,17.58,41,-0.57,0.01005656819610308,0.0625
ad_335,NoiseCancel Headphones,google_search,Men 25-40,2025-08-27,1202,44,4,17.35,36,0.299,0.036605657237936774,0.09090909090909091
ad_336,Eco Bottle,google_search,Students 18-25,2025-11-13,825,31,5,10.96,41,0.001,0.037575757575757575,0.16129032258064516
ad_337,Smartwatch Pro,youtube,Professionals 30-45,2025-09-19,883,8,1,10.34,41,0.195,0.009060022650056626,0.125
ad_338,NoiseCancel Headphones,instagram,Professionals 30-45,2025-09-12,857,8,0,10.64,20,0.248,0.009334889148191364,0.0
ad_339,Organic Face Cream,youtube,Women 25-40,2025-10-28,176,1,0,2.03,57,0.021,0.005681818181818182,0.0
ad_340,Online MBA Course,instagram,Women 25-40,2025-09-02,2209,50,4,26.77,38,0.034,0.022634676324128564,0.08
ad_341,Eco Bottle,instagram,Professionals 30-45,2025-09-26,588,7,1,6.95,12,0.041,0.011904761904761904,0.14285714285714285
ad_342,NoiseCancel Headphones,youtube,Women 25-40,2025-11-07,414,4,0,4.88,45,0.42,0.00966183574879227,0.0
ad_343,NoiseCancel Headphones,youtube,Students 18-25,2025-08-28,788,2,0,11.05,35,-0.183,0.0025380710659898475,0.0
ad_344,Organic Face Cream,youtube,Men 25-40,2025-10-01,767,2,0,10.46,23,-0.19,0.002607561929595828,0.0
ad_345,Smartwatch Pro,google_search,Professionals 30-45,2025-10-05,1468,54,0,18.76,45,0.239,0.03678474114441417,0.0
ad_346,Smartwatch Pro,instagram,Professionals 30-45,2025-10-18,1906,25,1,20.93,46,0.425,0.013116474291710388,0.04
ad_347,Organic Face Cream,instagram,Women 25-40,2025-09-03,388,6,0,4.91,20,-0.15,0.015463917525773196,0.0
ad_348,Eco Bottle,instagram,Women 25-40,2025-10-28,1569,29,2,22.93,40,-0.223,0.018483110261312937,0.06896551724137931
ad_349,Organic Face Cream,instagram,Men 25-40,2025-11-08,213,3,1,2.33,20,-0.349,0.014084507042253521,0.3333333333333333
ad_350,Online MBA Course,instagram,Professionals 30-45,2025-10-31,1937,26,0,23.97,59,-0.525,0.013422818791946308,0.0
ad_351,NoiseCancel Headphones,instagram,Students 18-25,2025-09-13,12,0,0,0.15,33,0.593,0.0,0.0
ad_352,Organic Face Cream,google_search,Men 25-40,2025-09-19,1386,44,1,14.68,51,0.458,0.031746031746031744,0.022727272727272728
ad_353,Organic Face Cream,facebook,Men 25-40,2025-10-27,105,1,0,1.26,59,0.575,0.009523809523809525,0.0
ad_354,Organic Face Cream,google_search,Men 25-40,2025-09-17,831,22,0,9.63,34,-0.448,0.026474127557160047,0.0
ad_355,Eco Bottle,facebook,Women 25-40,2025-11-06,188,1,0,2.58,22,-0.271,0.005319148936170213,0.0
ad_356,Eco Bottle,facebook,Women 25-40,2025-08-20,1187,15,1,15.57,32,-0.024,0.012636899747262006,0.06666666666666667
ad_357,Online MBA Course,instagram,Men 25-40,2025-10-30,225,2,0,3.31,41,0.157,0.008888888888888889,0.0
ad_358,Online MBA Course,facebook,Professionals 30-45,2025-10-05,230,4,0,2.34,13,0.059,0.017391304347826087,0.0
ad_359,Organic Face Cream,youtube,Women 25-40,2025-09-21,1006,14,0,13.59,43,-0.173,0.013916500994035786,0.0
ad_360,Online MBA Course,youtube,Students 18-25,2025-09-01,32,0,0,0.43,38,-0.129,0.0,0.0
ad_361,Organic Face Cream,google_search,Professionals 30-45,2025-10-09,991,34,2,10.2,52,0.395,0.034308779011099896,0.058823529411764705
ad_362,Online MBA Course,instagram,Men 25-40,2025-11-13,183,3,1,1.9,36,-0.247,0.01639344262295082,0.3333333333333333
ad_363,Smartwatch Pro,facebook,Professionals 30-45,2025-09-04,296,9,0,4.14,56,0.112,0.030405405405405407,0.0
ad_364,Smartwatch Pro,youtube,Professionals 30-45,2025-09-11,349,1,0,5.02,58,0.586,0.0028653295128939827,0.0
ad_365,Eco Bottle,google_search,Men 25-40,2025-09-22,64,1,0,0.74,30,-0.063,0.015625,0.0
ad_366,NoiseCancel Headphones,google_search,Women 25-40,2025-10-01,258,10,0,2.91,43,-0.045,0.03875968992248062,0.0
ad_367,Smartwatch Pro,youtube,Professionals 30-45,2025-09-24,737,4,0,7.47,58,0.484,0.005427408412483039,0.0
ad_368,NoiseCancel Headphones,instagram,Women 25-40,2025-11-01,1435,35,1,21.13,58,0.052,0.024390243902439025,0.02857142857142857
ad_369,NoiseCancel Headphones,youtube,Men 25-40,2025-09-21,2211,14,0,27.75,56,0.04,0.006331976481230212,0.0
ad_370,NoiseCancel Headphones,youtube,Professionals 30-45,2025-08-21,639,7,0,8.6,57,0.145,0.010954616588419406,0.0
ad_371,Organic Face Cream,facebook,Students 18-25,2025-08-24,338,0,0,3.76,16,0.107,0.0,0.0
ad_372,Smartwatch Pro,youtube,Men 25-40,2025-09-06,723,5,1,8.98,28,0.454,0.006915629322268326,0.2
ad_373,Online MBA Course,google_search,Men 25-40,2025-10-18,418,13,1,5.95,21,-0.254,0.03110047846889952,0.07692307692307693
ad_374,Smartwatch Pro,youtube,Men 25-40,2025-10-06,2059,19,2,23.1,27,-0.001,0.009227780475959204,0.10526315789473684
ad_375,Smartwatch Pro,google_search,Men 25-40,2025-11-09,721,19,0,8.6,39,-0.166,0.026352288488210817,0.0
ad_376,Organic Face Cream,google_search,Women 25-40,2025-11-02,2966,95,1,30.97,53,-0.17,0.03202966958867161,0.010526315789473684
ad_377,Eco Bottle,instagram,Men 25-40,2025-09-30,1345,14,1,14.29,43,-0.233,0.010408921933085501,0.07142857142857142
ad_378,Organic Face Cream,youtube,Men 25-40,2025-08-23,529,1,0,7.19,19,-0.236,0.001890359168241966,0.0
ad_379,Smartwatch Pro,google_search,Professionals 30-45,2025-08-17,1503,39,3,18.37,13,0.406,0.02594810379241517,0.07692307692307693
ad_380,Smartwatch Pro,google_search,Students 18-25,2025-09-15,591,19,1,7.44,33,0.313,0.032148900169204735,0.05263157894736842
ad_381,Online MBA Course,youtube,Men 25-40,2025-10-11,588,4,0,6.27,40,-0.44,0.006802721088435374,0.0
ad_382,Organic Face Cream,facebook,Students 18-25,2025-09-05,1229,14,1,13.92,36,0.114,0.011391375101708706,0.07142857142857142
ad_383,Eco Bottle,google_search,Women 25-40,2025-10-27,1018,29,0,10.92,46,0.079,0.02848722986247544,0.0
ad_384,NoiseCancel Headphones,instagram,Men 25-40,2025-11-01,629,11,2,8.21,14,0.294,0.017488076311605722,0.18181818181818182
ad_385,Eco Bottle,youtube,Students 18-25,2025-10-26,1331,10,3,13.81,38,-0.085,0.007513148009015778,0.3
ad_386,Organic Face Cream,facebook,Students 18-25,2025-09-29,21,0,0,0.25,45,0.495,0.0,0.0
ad_387,Eco Bottle,instagram,Professionals 30-45,2025-09-11,1743,22,1,21.59,18,0.354,0.012621916236374068,0.045454545454545456
ad_388,Eco Bottle,facebook,Women 25-40,2025-08-16,1256,10,0,15.44,24,-0.17,0.007961783439490446,0.0
ad_389,Online MBA Course,instagram,Men 25-40,2025-10-18,1721,27,0,22.64,55,-0.04,0.01568855316676351,0.0
ad_390,Online MBA Course,youtube,Professionals 30-45,2025-10-25,721,9,0,7.87,38,0.587,0.012482662968099861,0.0
ad_391,Organic Face Cream,youtube,Women 25-40,2025-08-26,745,7,0,10.01,42,0.05,0.009395973154362415,0.0
ad_392,Eco Bottle,google_search,Men 25-40,2025-10-09,333,14,1,4.29,18,-0.229,0.042042042042042045,0.07142857142857142
ad_393,Online MBA Course,instagram,Men 25-40,2025-08-24,1798,12,1,24.94,10,-0.038,0.006674082313681869,0.08333333333333333
ad_394,NoiseCancel Headphones,facebook,Men 25-40,2025-08-29,237,1,0,2.79,37,0.226,0.004219409282700422,0.0
ad_395,Organic Face Cream,google_search,Men 25-40,2025-09-07,594,27,0,8.75,27,0.169,0.045454545454545456,0.0
ad_396,Eco Bottle,facebook,Students 18-25,2025-09-04,252,4,0,2.65,41,0.673,0.015873015873015872,0.0
ad_397,Eco Bottle,google_search,Women 25-40,2025-09-06,152,2,0,2.04,46,0.205,0.013157894736842105,0.0
ad_398,Online MBA Course,instagram,Men 25-40,2025-08-21,563,14,3,7.56,40,-0.244,0.02486678507992895,0.21428571428571427
ad_399,Smartwatch Pro,youtube,Men 25-40,2025-10-04,1517,13,1,16.99,21,0.034,0.008569545154911009,0.07692307692307693
ad_400,Organic Face Cream,facebook,Professionals 30-45,2025-10-27,311,3,0,3.26,23,0.17,0.00964630225080386,0.0
ad_401,Smartwatch Pro,instagram,Students 18-25,2025-09-13,191,3,0,2.67,29,0.13,0.015706806282722512,0.0
ad_402,Online MBA Course,google_search,Women 25-40,2025-11-05,63,1,1,0.83,59,0.148,0.015873015873015872,1.0
ad_403,Organic Face Cream,google_search,Women 25-40,2025-10-01,148,5,0,2.02,40,0.221,0.033783783783783786,0.0
ad_404,Smartwatch Pro,google_search,Women 25-40,2025-10-11,1014,42,4,14.64,12,0.041,0.04142011834319527,0.09523809523809523
ad_405,Organic Face Cream,youtube,Men 25-40,2025-11-03,994,4,0,13.03,49,-0.228,0.004024144869215292,0.0
ad_406,Eco Bottle,facebook,Students 18-25,2025-09-02,213,4,0,2.58,20,0.382,0.018779342723004695,0.0
ad_407,Organic Face Cream,facebook,Students 18-25,2025-08-23,313,2,0,4.49,41,0.088,0.006389776357827476,0.0
